# Balancin telemetria  2026-05-26 10:08:40
# Cargar en MATLAB:
#   data = readmatrix('archivo.txt', 'CommentStyle','#');
# Columnas:
# t[s]	vd[m/s]	v[m/s]	theta[rad]	alpha[rad]	oml[rad/s]	omr[rad/s]	ul[V]	ur[V]	Sl_adc12	Sr_adc12	modo_sol
2.330	+0.000000	+0.511838	+0.117225	+0.453409	+15.393627	+13.854263	+11.000000	+11.000000	1875	871	0
2.340	+0.000000	+0.518573	+0.109870	+0.422821	+15.393627	+14.239105	+11.000000	+11.000000	1863	922	0
2.350	+0.000000	+0.518573	+0.098544	+0.399188	+15.393627	+14.239105	+11.000000	+11.000000	1826	982	0
2.360	+0.000000	+0.532042	+0.088269	+0.340836	+15.778467	+14.623946	+11.000000	+11.000000	1767	1011	0
2.370	+0.000000	+0.532042	+0.073908	+0.384533	+15.778467	+14.623946	+11.000000	+11.000000	1721	1088	0
2.380	+0.000000	+0.538777	+0.067019	+0.370329	+15.778467	+15.008786	+11.000000	+11.000000	1695	1121	0
2.390	+0.000000	+0.552246	+0.061765	+0.228300	+16.163309	+15.393627	+11.000000	+11.000000	1681	1152	0
2.400	+0.000000	+0.538777	+0.054059	+0.168793	+15.778467	+15.008786	+11.000000	+11.000000	1630	1167	0
2.410	+0.000000	+0.552246	+0.041216	+0.151422	+16.163309	+15.393627	+11.000000	+11.000000	1586	1233	0
2.420	+0.000000	+0.552246	+0.028022	+0.191364	+16.163309	+15.393627	+11.000000	+11.000000	1574	1334	0
2.430	+0.000000	+0.552246	+0.020316	+0.120614	+16.163309	+15.393627	+11.000000	+11.000000	1598	1424	0
2.440	+0.000000	+0.558981	+0.010742	+0.211321	+16.163309	+15.778467	+11.000000	+11.000000	1627	1535	0
2.450	+0.000000	+0.565716	+0.005254	+0.155064	+16.548149	+15.778467	+11.000000	+11.000000	1694	1649	0
2.460	+0.000000	+0.572450	-0.001168	+0.051482	+16.548149	+16.163309	+5.832064	+5.821592	1739	1749	0
2.470	+0.000000	+0.565716	-0.004203	+0.052492	+16.163309	+16.163309	+7.690535	+7.690535	1843	1879	0
2.480	+0.000000	+0.565716	-0.004904	-0.087908	+16.548149	+15.778467	-11.000000	-11.000000	1959	2001	0
2.490	+0.000000	+0.457960	-0.004554	-0.357955	+13.469423	+12.699742	-11.000000	-11.000000	2103	2142	0
2.500	+0.000000	+0.242450	-0.009107	-0.633323	+7.311973	+6.542292	-11.000000	-11.000000	2142	2220	0
2.510	+0.000000	+0.067347	-0.009457	+0.471779	+1.924203	+1.924203	+11.000000	+11.000000	2217	2298	0
2.520	+0.000000	+0.047143	-0.009574	+0.636112	+1.539363	+1.154522	+11.000000	+11.000000	2232	2314	0
2.530	+0.000000	+0.195307	-0.009574	+0.087534	+5.772610	+5.387769	+3.148177	+3.137705	2260	2342	0
2.540	+0.000000	+0.228980	-0.007122	+0.037940	+6.542292	+6.542292	+4.586432	+4.586432	2289	2350	0
2.550	+0.000000	+0.202041	-0.008757	-0.220692	+5.772610	+5.772610	-11.000000	-11.000000	2320	2395	0
2.560	+0.000000	+0.114490	-0.007706	-0.403964	+3.463566	+3.078725	-11.000000	-11.000000	2363	2429	0
2.570	+0.000000	-0.060612	-0.009457	-0.186222	-1.924203	-1.539363	-11.000000	-11.000000	2367	2448	0
2.580	+0.000000	-0.141429	-0.013310	-0.413358	-3.848407	-4.233247	-11.000000	-11.000000	2398	2512	0
2.590	+0.000000	-0.175103	-0.011559	-0.439376	-4.618088	-5.387769	-11.000000	-11.000000	2419	2518	0
2.600	+0.000000	-0.242450	-0.012026	-0.368510	-6.927132	-6.927132	-11.000000	-11.000000	2377	2480	0
2.610	+0.000000	-0.303062	-0.011092	-0.711926	-8.851336	-8.466495	-11.000000	-11.000000	2384	2479	0
2.620	+0.000000	-0.336736	-0.010158	-0.628211	-9.621017	-9.621017	-11.000000	-11.000000	2400	2487	0
2.630	+0.000000	-0.370409	-0.012376	-0.899591	-10.775538	-10.390698	-11.000000	-11.000000	2354	2460	0
2.640	+0.000000	-0.390613	-0.010275	-1.194169	-11.545220	-10.775538	-11.000000	-11.000000	2362	2450	0
2.650	+0.000000	-0.417552	-0.014361	-1.357744	-11.930061	-11.930061	-11.000000	-11.000000	2288	2411	0
2.660	+0.000000	-0.444491	-0.003620	-1.316283	-13.084583	-12.314901	-11.000000	-11.000000	2334	2365	0
2.670	+0.000000	-0.437756	-0.009574	-0.960951	-13.084583	-11.930061	-11.000000	-11.000000	2282	2364	0
2.680	+0.000000	-0.464695	-0.007239	-0.938134	-13.854263	-12.699742	-11.000000	-11.000000	2263	2325	0
2.690	+0.000000	-0.464695	-0.012843	-0.923257	-13.854263	-12.699742	-11.000000	-11.000000	2196	2306	0
2.700	+0.000000	-0.478165	-0.013077	-1.044502	-14.239105	-13.084583	-11.000000	-11.000000	2176	2288	0
2.710	+0.000000	-0.484899	-0.002569	-1.120987	-14.623946	-13.084583	-11.000000	-11.000000	2177	2199	0
2.720	+0.000000	-0.491634	-0.003736	-1.102201	-15.008786	-13.084583	-11.000000	-11.000000	2138	2170	0
2.730	+0.000000	-0.484899	-0.004320	-1.118065	-15.008786	-12.699742	-11.000000	-11.000000	2126	2163	0
2.740	+0.000000	-0.491634	-0.003970	-1.147325	-15.008786	-13.084583	-11.000000	-11.000000	2080	2114	0
2.750	+0.000000	-0.498369	-0.011209	-1.024510	-15.393627	-13.084583	-11.000000	-11.000000	2000	2096	0
2.760	+0.000000	-0.511838	-0.010041	-0.889595	-15.778467	-13.469423	-11.000000	-11.000000	1961	2047	0
2.770	+0.000000	-0.498369	-0.007239	-0.845136	-15.393627	-13.084583	-11.000000	-11.000000	1920	1982	0
2.780	+0.000000	-0.518573	+0.001635	-0.968481	-15.778467	-13.854263	-11.000000	-11.000000	1903	1889	0
2.790	+0.000000	-0.518573	+0.009341	-0.912064	-16.163309	-13.469423	-11.000000	-11.000000	1858	1778	0
2.800	+0.000000	-0.518573	+0.015295	-0.660143	-15.778467	-13.854263	-11.000000	-11.000000	1811	1680	0
2.810	+0.000000	-0.525308	+0.021250	-0.715663	-16.163309	-13.854263	-11.000000	-11.000000	1717	1535	0
2.820	+0.000000	-0.532042	+0.029190	-0.647820	-16.163309	-14.239105	-11.000000	-11.000000	1704	1454	0
2.830	+0.000000	-0.532042	+0.039348	-0.685968	-16.163309	-14.239105	-11.000000	-11.000000	1652	1315	0
2.840	+0.000000	-0.538777	+0.040048	-0.617245	-16.163309	-14.623946	-11.000000	-11.000000	1580	1237	0
2.850	+0.000000	-0.538777	+0.052074	-0.588951	-15.778467	-15.008786	-11.000000	-11.000000	1535	1089	0
2.860	+0.000000	-0.552246	+0.064567	-0.441365	-16.548149	-15.008786	-11.000000	-11.000000	1572	1019	0
2.870	+0.000000	-0.552246	+0.074725	-0.378921	-16.163309	-15.393627	-11.000000	-11.000000	1584	944	0
2.880	+0.000000	-0.552246	+0.084766	-0.323188	-16.163309	-15.393627	-11.000000	-11.000000	1564	838	0
2.890	+0.000000	-0.572450	+0.094574	-0.243221	-16.548149	-16.163309	-11.000000	-11.000000	1595	785	0
2.900	+0.000000	-0.545512	+0.098194	-0.276873	-15.778467	-15.393627	-11.000000	-11.000000	1594	753	0
2.910	+0.000000	-0.558981	+0.110570	-0.212934	-16.163309	-15.778467	-11.000000	-11.000000	1619	672	0
2.920	+0.000000	-0.565716	+0.118276	-0.080050	-16.163309	-16.163309	-9.274080	-9.274080	1648	635	0
2.930	+0.000000	-0.565716	+0.123063	+0.038855	-16.163309	-16.163309	+6.881120	+6.881120	1699	645	0
2.940	+0.000000	-0.498369	+0.122830	+0.128991	-14.623946	-13.854263	+11.000000	+11.000000	1689	637	0
2.950	+0.000000	-0.343470	+0.136257	+0.158834	-10.005857	-9.621017	+11.000000	+11.000000	1727	560	0
2.960	+0.000000	-0.134694	+0.139409	+0.645200	-3.848407	-3.848407	+11.000000	+11.000000	1719	525	0
2.970	+0.000000	+0.020204	+0.141161	+0.972910	+0.384841	+0.769681	+11.000000	+11.000000	1720	511	0
2.980	+0.000000	+0.107755	+0.139059	+0.869583	+3.078725	+3.078725	+11.000000	+11.000000	1689	498	0
2.990	+0.000000	+0.195307	+0.142328	+0.494899	+5.387769	+5.772610	+11.000000	+11.000000	1730	511	0
3.000	+0.000000	+0.262654	+0.138008	+0.527111	+7.696814	+7.311973	+11.000000	+11.000000	1717	535	0
3.010	+0.000000	+0.316531	+0.140810	+0.624084	+8.851336	+9.236176	+11.000000	+11.000000	1754	548	0
3.020	+0.000000	+0.356940	+0.141511	+0.674421	+10.005857	+10.390698	+11.000000	+11.000000	1767	555	0
3.030	+0.000000	+0.383879	+0.142445	+0.689808	+11.160379	+10.775538	+11.000000	+11.000000	1776	556	0
3.040	+0.000000	+0.397348	+0.135206	+0.392392	+11.160379	+11.545220	+11.000000	+11.000000	1765	607	0
3.050	+0.000000	+0.431022	+0.132404	+0.433414	+12.314901	+12.314901	+11.000000	+11.000000	1770	636	0
3.060	+0.000000	+0.451226	+0.124931	+0.307989	+13.084583	+12.699742	+11.000000	+11.000000	1771	701	0
3.070	+0.000000	+0.457960	+0.118860	+0.589299	+13.084583	+13.084583	+11.000000	+11.000000	1760	742	0
3.080	+0.000000	+0.471430	+0.121896	+0.479838	+13.854263	+13.084583	+11.000000	+11.000000	1766	722	0
3.090	+0.000000	+0.478165	+0.123880	+0.535916	+13.854263	+13.469423	+11.000000	+11.000000	1792	731	0
3.100	+0.000000	+0.498369	+0.116291	+0.585090	+14.623946	+13.854263	+11.000000	+11.000000	1769	773	0
3.110	+0.000000	+0.505103	+0.110220	+0.556798	+14.623946	+14.239105	+11.000000	+11.000000	1757	813	0
3.120	+0.000000	+0.505103	+0.109986	+0.605483	+15.008786	+13.854263	+11.000000	+11.000000	1758	816	0
3.130	+0.000000	+0.518573	+0.100996	+0.640825	+15.393627	+14.239105	+11.000000	+11.000000	1743	878	0
3.140	+0.000000	+0.518573	+0.101463	+0.429145	+15.393627	+14.239105	+11.000000	+11.000000	1755	886	0
3.150	+0.000000	+0.525308	+0.100062	+0.428831	+15.393627	+14.623946	+11.000000	+11.000000	1767	910	0
3.160	+0.000000	+0.518573	+0.108468	+0.359367	+15.393627	+14.239105	+11.000000	+11.000000	1799	870	0
3.170	+0.000000	+0.532042	+0.090371	+0.441517	+15.778467	+14.623946	+11.000000	+11.000000	1750	976	0
3.180	+0.000000	+0.532042	+0.079162	+0.432336	+15.778467	+14.623946	+11.000000	+11.000000	1744	1066	0
3.190	+0.000000	+0.545512	+0.067720	+0.463960	+16.163309	+15.008786	+11.000000	+11.000000	1679	1099	0
3.200	+0.000000	+0.538777	+0.059897	+0.329228	+15.778467	+15.008786	+11.000000	+11.000000	1698	1185	0
3.210	+0.000000	+0.552246	+0.054643	+0.410223	+16.163309	+15.393627	+11.000000	+11.000000	1690	1222	0
3.220	+0.000000	+0.552246	+0.050323	+0.344167	+16.163309	+15.393627	+11.000000	+11.000000	1647	1216	0
3.230	+0.000000	+0.565716	+0.035378	+0.312543	+16.548149	+15.778467	+11.000000	+11.000000	1586	1283	0
3.240	+0.000000	+0.552246	+0.028255	+0.307599	+16.163309	+15.393627	+11.000000	+11.000000	1570	1328	0
3.250	+0.000000	+0.558981	+0.027905	+0.166551	+16.163309	+15.778467	+11.000000	+11.000000	1632	1393	0
3.260	+0.000000	+0.558981	+0.014712	+0.158285	+16.163309	+15.778467	+11.000000	+11.000000	1625	1499	0
3.270	+0.000000	+0.572450	+0.005955	+0.097301	+16.548149	+16.163309	+11.000000	+11.000000	1637	1586	0
3.280	+0.000000	+0.565716	-0.000934	-0.038658	+16.548149	+15.778467	-7.125659	-7.146603	1693	1701	0
3.290	+0.000000	+0.498369	-0.000467	-0.178305	+14.239105	+14.239105	-11.000000	-11.000000	1804	1808	0
3.300	+0.000000	+0.336736	-0.011676	+0.240130	+10.005857	+9.236176	+11.000000	+11.000000	1838	1938	0
3.310	+0.000000	+0.249184	-0.009224	-0.027856	+7.311973	+6.927132	-8.071637	-8.082109	1930	2009	0
3.320	+0.000000	+0.249184	-0.013894	-0.334212	+7.311973	+6.927132	-11.000000	-11.000000	1939	2058	0
3.330	+0.000000	+0.101021	-0.007356	-0.445012	+3.078725	+2.693885	-11.000000	-11.000000	1998	2061	0
3.340	+0.000000	-0.047143	-0.011209	-0.501290	-1.154522	-1.539363	-11.000000	-11.000000	1998	2094	0
3.350	+0.000000	-0.141429	-0.006422	-0.332479	-3.848407	-4.233247	-11.000000	-11.000000	1968	2023	0
3.360	+0.000000	-0.215511	-0.012376	-0.279954	-6.157451	-6.157451	-11.000000	-11.000000	1923	2029	0
3.370	+0.000000	-0.282858	-0.009574	-0.123614	-7.696814	-8.466495	-11.000000	-11.000000	1898	1980	0
3.380	+0.000000	-0.330001	-0.007005	-0.420019	-9.236176	-9.621017	-11.000000	-11.000000	1854	1914	0
3.390	+0.000000	-0.370409	+0.000117	-0.437436	-10.390698	-10.775538	-11.000000	-11.000000	1827	1826	0
3.400	+0.000000	-0.390613	-0.002919	-0.207929	-10.775538	-11.545220	-11.000000	-11.000000	1751	1776	0
3.410	+0.000000	-0.424287	-0.002919	+0.024544	-11.930061	-12.314901	+6.902291	+6.891819	1714	1739	0
3.420	+0.000000	-0.377144	+0.001051	+0.114662	-10.390698	-11.160379	+11.000000	+11.000000	1678	1669	0
3.430	+0.000000	-0.208776	+0.005838	-0.142323	-5.772610	-6.157451	-11.000000	-11.000000	1660	1610	0
3.440	+0.000000	-0.141429	+0.013194	-0.121813	-3.848407	-4.233247	-11.000000	-11.000000	1648	1535	0
3.450	+0.000000	-0.262654	+0.013194	-0.533374	-7.311973	-7.696814	-11.000000	-11.000000	1639	1526	0
3.460	+0.000000	-0.323266	+0.007356	-0.850243	-9.236176	-9.236176	-11.000000	-11.000000	1633	1570	0
3.470	+0.000000	-0.363674	+0.007589	-1.192454	-10.005857	-10.775538	-11.000000	-11.000000	1651	1586	0
3.480	+0.000000	-0.370409	+0.014828	-0.579200	-10.775538	-10.390698	-11.000000	-11.000000	1616	1489	0
3.490	+0.000000	-0.404083	+0.022651	-0.256762	-11.545220	-11.545220	-11.000000	-11.000000	1628	1434	0
3.500	+0.000000	-0.444491	+0.030240	-0.303756	-12.699742	-12.699742	-11.000000	-11.000000	1662	1403	0
3.510	+0.000000	-0.464695	+0.033393	-0.291942	-13.084583	-13.469423	-11.000000	-11.000000	1673	1387	0
3.520	+0.000000	-0.478165	+0.035845	-0.380135	-13.469423	-13.854263	-11.000000	-11.000000	1661	1354	0
3.530	+0.000000	-0.484899	+0.043317	-0.117107	-14.239105	-13.469423	-11.000000	-11.000000	1661	1290	0
3.540	+0.000000	-0.505103	+0.053242	-0.155452	-14.239105	-14.623946	-11.000000	-11.000000	1706	1250	0
3.550	+0.000000	-0.511838	+0.067486	-0.298565	-14.623946	-14.623946	-11.000000	-11.000000	1709	1131	0
3.560	+0.000000	-0.532042	+0.078578	-0.233488	-15.008786	-15.393627	-11.000000	-11.000000	1718	1045	0
3.570	+0.000000	-0.525308	+0.087218	-0.112481	-15.008786	-15.008786	-11.000000	-11.000000	1717	970	0
3.580	+0.000000	-0.538777	+0.090604	-0.078514	-15.008786	-15.778467	-10.666727	-10.687671	1697	921	0
3.590	+0.000000	-0.545512	+0.087919	-0.084270	-15.393627	-15.778467	-11.000000	-11.000000	1680	927	0
3.600	+0.000000	-0.545512	+0.096442	-0.118949	-15.393627	-15.778467	-11.000000	-11.000000	1710	884	0
3.610	+0.000000	-0.545512	+0.106834	-0.056921	-15.393627	-15.778467	-7.237473	-7.247945	1728	813	0
3.620	+0.000000	-0.545512	+0.110804	+0.061351	-15.393627	-15.778467	+9.991938	+9.981466	1742	793	0
3.630	+0.000000	-0.464695	+0.120728	+0.247960	-13.084583	-13.469423	+11.000000	+11.000000	1786	752	0
3.640	+0.000000	-0.269388	+0.123180	+0.452360	-7.311973	-8.081655	+11.000000	+11.000000	1780	725	0
3.650	+0.000000	-0.080817	+0.124698	+0.769601	-1.924203	-2.693885	+11.000000	+11.000000	1808	740	0
3.660	+0.000000	+0.060612	+0.125398	+0.541616	+1.539363	+1.924203	+11.000000	+11.000000	1808	734	0
3.670	+0.000000	+0.148164	+0.121429	+0.512741	+4.233247	+4.233247	+11.000000	+11.000000	1808	768	0
3.680	+0.000000	+0.235715	+0.121896	+0.425400	+6.542292	+6.927132	+11.000000	+11.000000	1798	754	0
3.690	+0.000000	+0.289593	+0.121195	+0.309341	+8.081655	+8.466495	+11.000000	+11.000000	1824	786	0
3.700	+0.000000	+0.330001	+0.114306	+0.276438	+9.621017	+9.236176	+11.000000	+11.000000	1782	803	0
3.710	+0.000000	+0.377144	+0.110920	+0.299278	+10.775538	+10.775538	+11.000000	+11.000000	1766	816	0
3.720	+0.000000	+0.410817	+0.104382	+0.345269	+11.930061	+11.545220	+11.000000	+11.000000	1739	845	0
3.730	+0.000000	+0.431022	+0.099595	+0.232543	+12.314901	+12.314901	+11.000000	+11.000000	1738	885	0
3.740	+0.000000	+0.444491	+0.088853	+0.177019	+12.699742	+12.699742	+11.000000	+11.000000	1712	951	0
3.750	+0.000000	+0.464695	+0.087102	+0.237640	+13.469423	+13.084583	+11.000000	+11.000000	1733	987	0
3.760	+0.000000	+0.478165	+0.088620	-0.069753	+13.854263	+13.469423	-11.000000	-11.000000	1761	1002	0
3.770	+0.000000	+0.397348	+0.088503	-0.091329	+11.545220	+11.160379	-11.000000	-11.000000	1760	1002	0
3.780	+0.000000	+0.168368	+0.080096	-0.279201	+4.618088	+5.002929	-11.000000	-11.000000	1764	1078	0
3.790	+0.000000	+0.006735	+0.068070	-0.901345	+0.384841	+0.000000	-11.000000	-11.000000	1751	1168	0
3.800	+0.000000	-0.101021	+0.078345	-1.017202	-2.693885	-3.078725	-11.000000	-11.000000	1799	1128	0
3.810	+0.000000	-0.181837	+0.077761	-0.892368	-4.618088	-5.772610	-11.000000	-11.000000	1776	1110	0
3.820	+0.000000	-0.255919	+0.084766	-0.716626	-6.927132	-7.696814	-11.000000	-11.000000	1788	1062	0
3.830	+0.000000	-0.323266	+0.099361	-0.669635	-9.236176	-9.236176	-11.000000	-11.000000	1794	943	0
3.840	+0.000000	-0.377144	+0.101229	-0.368499	-10.390698	-11.160379	-11.000000	-11.000000	1805	938	0
3.850	+0.000000	-0.404083	+0.106600	-0.150771	-11.160379	-11.930061	-11.000000	-11.000000	1830	917	0
3.860	+0.000000	-0.437756	+0.105199	+0.109116	-12.314901	-12.699742	+11.000000	+11.000000	1882	981	0
3.870	+0.000000	-0.350205	+0.110687	+0.155682	-9.621017	-10.390698	+11.000000	+11.000000	1885	937	0
3.880	+0.000000	-0.141429	+0.118860	+0.637569	-3.848407	-4.233247	+11.000000	+11.000000	1930	912	0
3.890	+0.000000	+0.013469	+0.127033	+0.604051	+0.769681	+0.000000	+11.000000	+11.000000	1920	832	0
3.900	+0.000000	+0.087551	+0.131236	+1.211657	+2.309044	+2.693885	+11.000000	+11.000000	1940	816	0
3.910	+0.000000	+0.000000	+0.128201	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1948	850	0
3.920	+0.000000	+0.000000	+0.124114	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1950	887	0
3.930	+0.000000	+0.175103	+0.120611	+1.029659	+4.618088	+5.387769	+11.000000	+11.000000	1947	914	0
3.940	+0.000000	+0.215511	+0.125398	+0.941738	+5.772610	+6.542292	+11.000000	+11.000000	1986	912	0
3.950	+0.000000	+0.282858	+0.119444	+0.815578	+7.696814	+8.466495	+11.000000	+11.000000	1965	942	0
3.960	+0.000000	+0.289593	+0.121896	+0.770461	+8.081655	+8.466495	+11.000000	+11.000000	1981	937	0
3.970	+0.000000	+0.350205	+0.128084	+0.608974	+9.621017	+10.390698	+11.000000	+11.000000	2011	914	0
3.980	+0.000000	+0.390613	+0.137308	+0.637041	+11.160379	+11.160379	+11.000000	+11.000000	2038	862	0
3.990	+0.000000	+0.404083	+0.136140	+0.682390	+11.545220	+11.545220	+11.000000	+11.000000	2068	902	0
4.000	+0.000000	+0.431022	+0.123530	+0.878971	+12.314901	+12.314901	+11.000000	+11.000000	2032	974	0
4.010	+0.000000	+0.437756	+0.118977	+0.557154	+12.699742	+12.314901	+11.000000	+11.000000	2000	981	0
4.020	+0.000000	+0.457960	+0.111271	+0.283746	+12.699742	+13.469423	+11.000000	+11.000000	1962	1009	0
4.030	+0.000000	+0.464695	+0.094224	+0.499922	+13.469423	+13.084583	+11.000000	+11.000000	1877	1070	0
4.040	+0.000000	+0.484899	+0.094808	+0.558793	+14.239105	+13.469423	+11.000000	+11.000000	1867	1055	0
4.050	+0.000000	+0.498369	+0.087569	+0.791411	+14.623946	+13.854263	+11.000000	+11.000000	1758	1008	0
4.060	+0.000000	+0.491634	+0.081848	+0.632935	+14.239105	+13.854263	+11.000000	+11.000000	1712	1011	0
4.070	+0.000000	+0.511838	+0.074025	+0.629793	+14.623946	+14.623946	+11.000000	+11.000000	1655	1021	0
4.080	+0.000000	+0.511838	+0.061882	+0.657186	+15.008786	+14.239105	+11.000000	+11.000000	1618	1088	0
4.090	+0.000000	+0.525308	+0.058496	+0.685294	+15.008786	+15.008786	+11.000000	+11.000000	1611	1110	0
4.100	+0.000000	+0.525308	+0.049038	+0.712316	+15.008786	+15.008786	+11.000000	+11.000000	1573	1153	0
4.110	+0.000000	+0.532042	+0.043901	+0.585313	+15.393627	+15.008786	+11.000000	+11.000000	1597	1221	0
4.120	+0.000000	+0.545512	+0.029306	+0.384757	+15.393627	+15.778467	+11.000000	+11.000000	1595	1344	0
4.130	+0.000000	+0.545512	+0.015412	+0.167975	+15.778467	+15.393627	+11.000000	+11.000000	1633	1501	0
4.140	+0.000000	+0.552246	+0.001985	+0.102284	+15.393627	+16.163309	+11.000000	+11.000000	1678	1661	0
4.150	+0.000000	+0.552246	-0.003036	+0.044911	+15.778467	+15.778467	+5.669736	+5.669736	1775	1801	0
4.160	+0.000000	+0.552246	-0.010041	-0.042651	+15.393627	+16.163309	-6.906888	-6.885943	1898	1984	0
4.170	+0.000000	+0.491634	-0.005371	-0.123042	+13.854263	+14.239105	-11.000000	-11.000000	2029	2075	0
4.180	+0.000000	+0.323266	-0.007356	-0.038036	+9.236176	+9.236176	-3.584658	-3.584658	2142	2205	0
4.190	+0.000000	+0.195307	-0.004554	-0.697642	+5.387769	+5.772610	-11.000000	-11.000000	2261	2300	0
4.200	+0.000000	+0.127960	-0.001751	-0.686005	+3.463566	+3.848407	-11.000000	-11.000000	2326	2341	0
4.210	+0.000000	-0.026939	-0.002569	-0.539891	-1.154522	-0.384841	-11.000000	-11.000000	2374	2396	0
4.220	+0.000000	-0.121225	-0.006071	-0.485509	-3.463566	-3.463566	-11.000000	-11.000000	2374	2426	0
4.230	+0.000000	-0.202041	-0.004203	-0.502297	-5.772610	-5.772610	-11.000000	-11.000000	2366	2402	0
4.240	+0.000000	-0.269388	-0.002569	-0.483025	-8.081655	-7.311973	-11.000000	-11.000000	2368	2390	0
4.250	+0.000000	-0.303062	-0.008990	-0.381302	-9.236176	-8.081655	-11.000000	-11.000000	2337	2414	0
4.260	+0.000000	-0.343470	-0.008523	-0.629520	-10.390698	-9.236176	-11.000000	-11.000000	2340	2413	0
4.270	+0.000000	-0.377144	-0.004203	-0.446045	-11.160379	-10.390698	-11.000000	-11.000000	2316	2352	0
4.280	+0.000000	-0.383879	-0.011326	-0.214519	-11.545220	-10.390698	-11.000000	-11.000000	2255	2352	0
4.290	+0.000000	-0.410817	-0.001284	-0.058744	-12.314901	-11.160379	-5.854619	-5.823203	2288	2299	0
4.300	+0.000000	-0.424287	-0.004203	-0.337761	-12.699742	-11.545220	-11.000000	-11.000000	2239	2275	0
4.310	+0.000000	-0.410817	-0.007823	-0.418642	-12.699742	-10.775538	-11.000000	-11.000000	2189	2256	0
4.320	+0.000000	-0.437756	-0.006188	-0.495417	-13.469423	-11.545220	-11.000000	-11.000000	2160	2213	0
4.330	+0.000000	-0.444491	-0.002218	-0.506021	-13.854263	-11.545220	-11.000000	-11.000000	2158	2177	0
4.340	+0.000000	-0.451226	-0.002335	-0.541175	-13.854263	-11.930061	-11.000000	-11.000000	2119	2139	0
4.350	+0.000000	-0.471430	-0.004904	-0.619881	-14.623946	-12.314901	-11.000000	-11.000000	2091	2133	0
4.360	+0.000000	-0.471430	-0.004904	-0.871766	-14.239105	-12.699742	-11.000000	-11.000000	2032	2074	0
4.370	+0.000000	-0.471430	-0.003620	-1.003720	-14.623946	-12.314901	-11.000000	-11.000000	2030	2061	0
4.380	+0.000000	-0.491634	-0.005371	-1.027317	-15.008786	-13.084583	-11.000000	-11.000000	1984	2030	0
4.390	+0.000000	-0.484899	-0.010158	-0.814012	-14.623946	-13.084583	-11.000000	-11.000000	1945	2032	0
4.400	+0.000000	-0.498369	-0.009457	-0.850176	-15.393627	-13.084583	-11.000000	-11.000000	1922	2003	0
4.410	+0.000000	-0.511838	-0.004554	-0.671008	-15.393627	-13.854263	-11.000000	-11.000000	1893	1932	0
4.420	+0.000000	-0.498369	-0.001168	-0.795458	-15.008786	-13.469423	-11.000000	-11.000000	1872	1882	0
4.430	+0.000000	-0.518573	+0.007005	-0.572041	-15.393627	-14.239105	-11.000000	-11.000000	1872	1812	0
4.440	+0.000000	-0.511838	+0.007122	-0.633809	-15.393627	-13.854263	-11.000000	-11.000000	1801	1740	0
4.450	+0.000000	-0.532042	+0.024753	-0.581894	-15.778467	-14.623946	-11.000000	-11.000000	1817	1605	0
4.460	+0.000000	-0.518573	+0.029306	-0.523047	-15.393627	-14.239105	-11.000000	-11.000000	1754	1503	0
4.470	+0.000000	-0.525308	+0.034444	-0.515897	-15.393627	-14.623946	-11.000000	-11.000000	1719	1424	0
