# Balancin telemetria  2026-05-26 10:08:40
# Cargar en MATLAB:
#   data = readmatrix('archivo.txt', 'CommentStyle','#');
# Columnas:
# t[s]	vd[m/s]	v[m/s]	theta[rad]	alpha[rad]	oml[rad/s]	omr[rad/s]	ul[V]	ur[V]	Sl_adc12	Sr_adc12	modo_sol
21.510	+0.000000	-0.437756	+0.195804	-0.391307	-12.314901	-12.699742	-11.000000	-11.000000	1739	62	0
21.520	+0.000000	-0.457960	+0.183194	-0.247608	-13.084583	-13.084583	-11.000000	-11.000000	1633	64	0
21.530	+0.000000	-0.484899	+0.175604	-0.234507	-13.854263	-13.854263	-11.000000	-11.000000	1575	71	0
21.540	+0.000000	-0.498369	+0.169299	-0.252691	-14.239105	-14.239105	-11.000000	-11.000000	1530	80	0
21.550	+0.000000	-0.511838	+0.163462	-0.205614	-14.623946	-14.623946	-11.000000	-11.000000	1461	61	0
21.560	+0.000000	-0.518573	+0.161944	-0.229609	-14.623946	-15.008786	-11.000000	-11.000000	1451	64	0
21.570	+0.000000	-0.545512	+0.155055	-0.232312	-15.778467	-15.393627	-11.000000	-11.000000	1388	60	0
21.580	+0.000000	-0.525308	+0.158207	-0.087287	-15.008786	-15.008786	-10.039149	-10.039149	1425	70	0
21.590	+0.000000	-0.538777	+0.162527	-0.287829	-15.393627	-15.393627	-11.000000	-11.000000	1456	64	0
21.600	+0.000000	-0.552246	+0.160893	-0.270995	-15.778467	-15.778467	-11.000000	-11.000000	1459	81	0
21.610	+0.000000	-0.558981	+0.167665	-0.147154	-16.163309	-15.778467	-11.000000	-11.000000	1486	50	0
21.620	+0.000000	-0.558981	+0.168832	+0.093067	-16.163309	-15.778467	+11.000000	+11.000000	1515	69	0
21.630	+0.000000	-0.471430	+0.164396	+0.482576	-13.469423	-13.469423	+11.000000	+11.000000	1472	64	0
21.640	+0.000000	-0.249184	+0.159025	+0.708924	-7.311973	-6.927132	+11.000000	+11.000000	1443	81	0
21.650	+0.000000	-0.067347	+0.158791	+0.865813	-2.309044	-1.539363	+11.000000	+11.000000	1419	59	0
21.660	+0.000000	+0.067347	+0.153654	+0.929532	+1.539363	+2.309044	+11.000000	+11.000000	1387	71	0
21.670	+0.000000	+0.114490	+0.153187	+1.243004	+3.078725	+3.463566	+11.000000	+11.000000	1382	70	0
21.680	+0.000000	+0.000000	+0.157273	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1398	51	0
21.690	+0.000000	+0.000000	+0.155055	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1394	66	0
21.700	+0.000000	+0.000000	+0.158791	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1424	64	0
21.710	+0.000000	+0.000000	+0.156223	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1396	58	0
21.720	+0.000000	+0.000000	+0.158558	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1424	66	0
21.730	+0.000000	+0.000000	+0.160309	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1431	58	0
21.740	+0.000000	+0.047143	+0.158558	+1.386505	+0.384841	+2.309044	+11.000000	+11.000000	1424	66	0
21.750	+0.000000	+0.074082	+0.161477	+1.354071	+1.154522	+3.078725	+11.000000	+11.000000	1433	50	0
21.760	+0.000000	+0.148164	+0.161944	+1.383784	+3.848407	+4.618088	+11.000000	+11.000000	1443	56	0
21.770	+0.000000	+0.195307	+0.158207	+1.200508	+5.002929	+6.157451	+11.000000	+11.000000	1408	53	0
21.780	+0.000000	+0.249184	+0.161944	+1.062960	+6.927132	+7.311973	+11.000000	+11.000000	1451	64	0
21.790	+0.000000	+0.289593	+0.158674	+1.223240	+8.081655	+8.466495	+11.000000	+11.000000	1438	79	0
21.800	+0.000000	+0.330001	+0.159141	+0.845264	+9.236176	+9.621017	+11.000000	+11.000000	1427	64	0
21.810	+0.000000	+0.363674	+0.159375	+0.951629	+10.390698	+10.390698	+11.000000	+11.000000	1427	62	0
21.820	+0.000000	+0.377144	+0.159959	+1.141553	+10.775538	+10.775538	+11.000000	+11.000000	1422	52	0
21.830	+0.000000	+0.404083	+0.159258	+1.082725	+11.545220	+11.545220	+11.000000	+11.000000	1415	51	0
21.840	+0.000000	+0.424287	+0.154471	+0.956948	+11.930061	+12.314901	+11.000000	+11.000000	1385	62	0
21.850	+0.000000	+0.437756	+0.157390	+0.800730	+12.699742	+12.314901	+11.000000	+11.000000	1398	50	0
21.860	+0.000000	+0.451226	+0.160426	+0.999691	+12.699742	+13.084583	+11.000000	+11.000000	1420	46	0
21.870	+0.000000	+0.457960	+0.160076	+0.908982	+13.084583	+13.084583	+11.000000	+11.000000	1419	48	0
21.880	+0.000000	+0.478165	+0.165797	+1.016336	+13.469423	+13.854263	+11.000000	+11.000000	1466	46	0
21.890	+0.000000	+0.478165	+0.169299	+0.716781	+13.469423	+13.854263	+11.000000	+11.000000	1504	54	0
21.900	+0.000000	+0.498369	+0.170934	+0.605869	+13.854263	+14.623946	+11.000000	+11.000000	1535	71	0
21.910	+0.000000	+0.498369	+0.180625	+0.558546	+13.854263	+14.623946	+11.000000	+11.000000	1595	48	0
21.920	+0.000000	+0.505103	+0.184595	+0.505171	+14.239105	+14.623946	+11.000000	+11.000000	1643	62	0
21.930	+0.000000	+0.505103	+0.194753	+0.214701	+13.854263	+15.008786	+11.000000	+11.000000	1737	69	0
21.940	+0.000000	+0.518573	+0.203860	+0.107438	+14.623946	+15.008786	+11.000000	+11.000000	1791	45	0
21.950	+0.000000	+0.532042	+0.213201	+0.035000	+15.008786	+15.393627	+4.033927	+4.044399	1862	36	0
21.960	+0.000000	+0.518573	+0.217170	+0.085997	+14.239105	+15.393627	+11.000000	+11.000000	1920	60	0
21.970	+0.000000	+0.518573	+0.225694	+0.115539	+14.623946	+15.008786	+11.000000	+11.000000	1987	54	0
21.980	+0.000000	+0.532042	+0.234684	+0.038888	+15.008786	+15.393627	+4.499965	+4.510437	2058	48	0
21.990	+0.000000	+0.532042	+0.244258	+0.019459	+15.008786	+15.393627	+2.768734	+2.779206	2151	59	0
22.000	+0.000000	+0.518573	+0.263407	-0.248917	+14.623946	+15.008786	-11.000000	-11.000000	2318	62	0
22.010	+0.000000	+0.417552	+0.284540	-0.292509	+11.930061	+11.930061	-11.000000	-11.000000	2487	50	0
22.020	+0.000000	+0.195307	+0.297734	-0.605295	+5.387769	+5.772610	-11.000000	-11.000000	2627	77	0
22.030	+0.000000	+0.033674	+0.300000	-1.390682	+0.769681	+1.154522	-11.000000	-11.000000	2698	71	0
22.040	+0.000000	-0.067347	+0.300000	-1.111244	-1.154522	-2.693885	-11.000000	-11.000000	2717	48	0
22.050	+0.000000	-0.141429	+0.300000	-1.188767	-3.078725	-5.002929	-11.000000	-11.000000	2730	60	0
22.060	+0.000000	-0.222245	+0.300000	-1.150162	-5.387769	-7.311973	-11.000000	-11.000000	2706	62	0
22.070	+0.000000	-0.276123	+0.300000	-1.087223	-6.927132	-8.851336	-11.000000	-11.000000	2650	51	0
22.080	+0.000000	-0.316531	+0.293997	-1.192773	-8.081655	-10.005857	-11.000000	-11.000000	2555	37	0
22.090	+0.000000	-0.370409	+0.283022	-0.901561	-9.621017	-11.545220	-11.000000	-11.000000	2482	58	0
22.100	+0.000000	-0.377144	+0.274849	-0.685869	-10.005857	-11.545220	-11.000000	-11.000000	2402	48	0
22.110	+0.000000	-0.417552	+0.262356	-0.843741	-11.160379	-12.699742	-11.000000	-11.000000	2306	59	0
22.120	+0.000000	-0.444491	+0.250096	-1.208995	-11.930061	-13.469423	-11.000000	-11.000000	2208	66	0
22.130	+0.000000	-0.457960	+0.240755	-1.255509	-12.314901	-13.854263	-11.000000	-11.000000	2114	52	0
22.140	+0.000000	-0.464695	+0.235034	-1.044270	-12.699742	-13.854263	-11.000000	-11.000000	2068	55	0
22.150	+0.000000	-0.484899	+0.226044	-0.805465	-13.469423	-14.239105	-11.000000	-11.000000	1979	43	0
22.160	+0.000000	-0.491634	+0.209348	-0.774227	-13.854263	-14.239105	-11.000000	-11.000000	1871	78	0
22.170	+0.000000	-0.498369	+0.209931	-0.730635	-13.854263	-14.623946	-11.000000	-11.000000	1832	34	0
22.180	+0.000000	-0.518573	+0.197088	-0.523625	-14.623946	-15.008786	-11.000000	-11.000000	1738	50	0
22.190	+0.000000	-0.518573	+0.188565	-0.511685	-14.623946	-15.008786	-11.000000	-11.000000	1665	50	0
22.200	+0.000000	-0.525308	+0.181909	-0.388808	-15.008786	-15.008786	-11.000000	-11.000000	1586	28	0
22.210	+0.000000	-0.532042	+0.166380	-0.306475	-15.008786	-15.393627	-11.000000	-11.000000	1505	80	0
22.220	+0.000000	-0.545512	+0.162177	-0.176650	-15.393627	-15.778467	-11.000000	-11.000000	1447	58	0
22.230	+0.000000	-0.545512	+0.160893	-0.076107	-15.393627	-15.778467	-9.244621	-9.255094	1426	48	0
22.240	+0.000000	-0.552246	+0.158791	-0.200735	-15.778467	-15.778467	-11.000000	-11.000000	1409	49	0
22.250	+0.000000	-0.558981	+0.165330	-0.185754	-16.163309	-15.778467	-11.000000	-11.000000	1462	46	0
22.260	+0.000000	-0.558981	+0.171868	-0.071321	-16.163309	-15.778467	-8.376225	-8.365753	1521	49	0
22.270	+0.000000	-0.558981	+0.176305	-0.015378	-16.163309	-15.778467	-1.633934	-1.623462	1559	49	0
22.280	+0.000000	-0.558981	+0.174437	-0.015737	-16.163309	-15.778467	-2.614503	-2.604031	1535	41	0
22.290	+0.000000	-0.552246	+0.176188	+0.185232	-16.163309	-15.393627	+11.000000	+11.000000	1557	48	0
22.300	+0.000000	-0.457960	+0.171518	+0.455972	-13.469423	-12.699742	+11.000000	+11.000000	1517	48	0
22.310	+0.000000	-0.249184	+0.165330	+0.546383	-7.696814	-6.542292	+11.000000	+11.000000	1482	66	0
22.320	+0.000000	-0.060612	+0.157157	-0.032831	-2.309044	-1.154522	-11.000000	-11.000000	1392	46	0
22.330	+0.000000	-0.047143	+0.156923	-0.116490	-1.539363	-1.154522	-11.000000	-11.000000	1385	41	0
22.340	+0.000000	-0.195307	+0.150385	+0.576124	-5.772610	-5.387769	+11.000000	+11.000000	1354	66	0
22.350	+0.000000	-0.168368	+0.148633	+0.611689	-4.618088	-5.002929	+11.000000	+11.000000	1344	71	0
22.360	+0.000000	+0.020204	+0.152953	+0.433169	+0.769681	+0.384841	+11.000000	+11.000000	1344	34	0
22.370	+0.000000	+0.107755	+0.149918	-0.219785	+3.463566	+2.693885	-11.000000	-11.000000	1346	62	0
22.380	+0.000000	+0.047143	+0.147232	-0.221963	+1.539363	+1.154522	-11.000000	-11.000000	1309	48	0
22.390	+0.000000	-0.134694	+0.149684	+0.297461	-4.233247	-3.463566	+11.000000	+11.000000	1328	46	0
22.400	+0.000000	-0.101021	+0.151085	+0.070305	-3.463566	-2.309044	+5.838062	+5.869478	1342	48	0
22.410	+0.000000	+0.020204	+0.147933	+0.070581	-0.000000	+1.154522	+9.731462	+9.762878	1328	61	0
22.420	+0.000000	+0.060612	+0.151902	+0.864484	+1.539363	+1.924203	+11.000000	+11.000000	1348	47	0
22.430	+0.000000	+0.107755	+0.150151	+1.085145	+3.078725	+3.078725	+11.000000	+11.000000	1345	59	0
22.440	+0.000000	+0.148164	+0.152019	+1.005964	+4.233247	+4.233247	+11.000000	+11.000000	1364	62	0
22.450	+0.000000	+0.000000	+0.149334	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1327	48	0
22.460	+0.000000	+0.000000	+0.152136	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1357	54	0
22.470	+0.000000	+0.181837	+0.151669	+1.348119	+4.618088	+5.772610	+11.000000	+11.000000	1345	46	0
22.480	+0.000000	+0.000000	+0.152603	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1355	48	0
22.490	+0.000000	+0.208776	+0.154238	+1.347922	+5.387769	+6.542292	+11.000000	+11.000000	1362	41	0
22.500	+0.000000	+0.222245	+0.157857	+1.345154	+5.772610	+6.927132	+11.000000	+11.000000	1391	39	0
22.510	+0.000000	+0.000000	+0.162527	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1429	37	0
22.520	+0.000000	+0.000000	+0.161360	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1430	48	0
22.530	+0.000000	+0.000000	+0.157390	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1411	63	0
22.540	+0.000000	+0.235715	+0.157040	+1.332764	+6.157451	+7.311973	+11.000000	+11.000000	1413	68	0
22.550	+0.000000	+0.249184	+0.163578	+1.177564	+6.157451	+8.081655	+11.000000	+11.000000	1439	38	0
22.560	+0.000000	+0.282858	+0.159725	+1.345810	+7.311973	+8.851336	+11.000000	+11.000000	1414	46	0
22.570	+0.000000	+0.316531	+0.158207	+1.114992	+8.466495	+9.621017	+11.000000	+11.000000	1405	50	0
22.580	+0.000000	+0.350205	+0.162527	+1.163643	+9.236176	+10.775538	+11.000000	+11.000000	1426	34	0
22.590	+0.000000	+0.363674	+0.159842	+1.185360	+10.005857	+10.775538	+11.000000	+11.000000	1407	38	0
22.600	+0.000000	+0.404083	+0.161360	+0.808887	+10.775538	+12.314901	+11.000000	+11.000000	1418	36	0
22.610	+0.000000	+0.410817	+0.159492	+0.839817	+11.160379	+12.314901	+11.000000	+11.000000	1414	48	0
22.620	+0.000000	+0.437756	+0.156923	+0.689906	+11.930061	+13.084583	+11.000000	+11.000000	1403	59	0
22.630	+0.000000	+0.444491	+0.156690	+0.785799	+12.314901	+13.084583	+11.000000	+11.000000	1382	40	0
22.640	+0.000000	+0.464695	+0.161126	+0.636291	+12.699742	+13.854263	+11.000000	+11.000000	1435	55	0
22.650	+0.000000	+0.471430	+0.164746	+0.702656	+13.084583	+13.854263	+11.000000	+11.000000	1451	40	0
22.660	+0.000000	+0.484899	+0.170817	+0.550019	+13.469423	+14.239105	+11.000000	+11.000000	1495	32	0
22.670	+0.000000	+0.491634	+0.173853	+0.377941	+13.469423	+14.623946	+11.000000	+11.000000	1535	46	0
22.680	+0.000000	+0.498369	+0.181793	+0.243853	+13.854263	+14.623946	+11.000000	+11.000000	1596	39	0
22.690	+0.000000	+0.518573	+0.191717	+0.306055	+14.239105	+15.393627	+11.000000	+11.000000	1687	45	0
22.700	+0.000000	+0.505103	+0.202926	+0.123756	+14.239105	+14.623946	+11.000000	+11.000000	1783	45	0
22.710	+0.000000	+0.518573	+0.210048	+0.033882	+14.623946	+15.008786	+3.581026	+3.591498	1858	59	0
22.720	+0.000000	+0.525308	+0.217404	-0.074531	+14.623946	+15.393627	-11.000000	-11.000000	1904	42	0
22.730	+0.000000	+0.410817	+0.222074	-0.213352	+11.545220	+11.930061	-11.000000	-11.000000	1950	48	0
22.740	+0.000000	+0.195307	+0.232349	-0.586605	+5.387769	+5.772610	-11.000000	-11.000000	2032	42	0
22.750	+0.000000	+0.026939	+0.239471	-1.056321	+0.384841	+1.154522	-11.000000	-11.000000	2105	54	0
22.760	+0.000000	-0.080817	+0.241223	-1.044074	-2.693885	-1.924203	-11.000000	-11.000000	2096	30	0
22.770	+0.000000	-0.161633	+0.239004	-0.805287	-4.618088	-4.618088	-11.000000	-11.000000	2089	42	0
22.780	+0.000000	-0.235715	+0.236435	-0.707137	-6.542292	-6.927132	-11.000000	-11.000000	2075	50	0
22.790	+0.000000	-0.303062	+0.236085	-0.695141	-8.466495	-8.851336	-11.000000	-11.000000	2064	42	0
22.800	+0.000000	-0.343470	+0.228613	-0.603765	-9.621017	-10.005857	-11.000000	-11.000000	2006	48	0
22.810	+0.000000	-0.383879	+0.227795	-0.635581	-10.775538	-11.160379	-11.000000	-11.000000	1984	33	0
22.820	+0.000000	-0.410817	+0.221607	-0.674068	-11.545220	-11.930061	-11.000000	-11.000000	1936	38	0
22.830	+0.000000	-0.444491	+0.216470	-0.697338	-12.314901	-13.084583	-11.000000	-11.000000	1879	25	0
22.840	+0.000000	-0.457960	+0.203626	-0.694220	-12.699742	-13.469423	-11.000000	-11.000000	1792	48	0
22.850	+0.000000	-0.478165	+0.195920	-0.519426	-13.469423	-13.854263	-11.000000	-11.000000	1730	52	0
22.860	+0.000000	-0.491634	+0.186813	-0.469304	-13.854263	-14.239105	-11.000000	-11.000000	1646	46	0
22.870	+0.000000	-0.511838	+0.177706	-0.356685	-14.239105	-15.008786	-11.000000	-11.000000	1570	48	0
22.880	+0.000000	-0.518573	+0.164746	-0.271258	-14.623946	-15.008786	-11.000000	-11.000000	1453	42	0
22.890	+0.000000	-0.525308	+0.163695	-0.259088	-14.623946	-15.393627	-11.000000	-11.000000	1461	59	0
22.900	+0.000000	-0.532042	+0.160776	-0.243598	-15.008786	-15.393627	-11.000000	-11.000000	1424	47	0
22.910	+0.000000	-0.545512	+0.163812	-0.129953	-15.393627	-15.778467	-11.000000	-11.000000	1456	53	0
22.920	+0.000000	-0.552246	+0.168365	+0.005073	-15.778467	-15.778467	+2.502758	+2.502758	1479	37	0
22.930	+0.000000	-0.538777	+0.176655	-0.167724	-15.393627	-15.393627	-11.000000	-11.000000	1563	50	0
22.940	+0.000000	-0.525308	+0.183544	-0.034022	-15.008786	-15.008786	-2.885931	-2.885931	1618	46	0
22.950	+0.000000	-0.532042	+0.185529	-0.070666	-15.393627	-15.008786	-10.763348	-10.752876	1625	36	0
22.960	+0.000000	-0.532042	+0.182727	+0.139879	-15.008786	-15.393627	+11.000000	+11.000000	1629	64	0
22.970	+0.000000	-0.444491	+0.184245	+0.104620	-12.699742	-12.699742	+11.000000	+11.000000	1610	32	0
22.980	+0.000000	-0.235715	+0.172335	+0.340022	-6.542292	-6.927132	+11.000000	+11.000000	1524	48	0
22.990	+0.000000	-0.053878	+0.164512	-0.771355	-1.539363	-1.539363	-11.000000	-11.000000	1445	36	0
23.000	+0.000000	-0.040408	+0.166964	-1.177590	-1.154522	-1.154522	-11.000000	-11.000000	1453	23	0
23.010	+0.000000	-0.188572	+0.161243	-0.166400	-5.387769	-5.387769	-6.356005	-6.356005	1415	34	0
23.020	+0.000000	-0.249184	+0.159375	-0.244965	-6.927132	-7.311973	-11.000000	-11.000000	1391	26	0
23.030	+0.000000	-0.249184	+0.156923	-0.316967	-6.927132	-7.311973	-11.000000	-11.000000	1378	34	0
23.040	+0.000000	-0.303062	+0.155639	-0.190897	-8.466495	-8.851336	-11.000000	-11.000000	1361	28	0
23.050	+0.000000	-0.363674	+0.149217	-0.285402	-10.005857	-10.775538	-11.000000	-11.000000	1339	61	0
23.060	+0.000000	-0.397348	+0.157624	-0.307492	-11.160379	-11.545220	-11.000000	-11.000000	1379	29	0
23.070	+0.000000	-0.437756	+0.165797	-0.242422	-12.314901	-12.699742	-11.000000	-11.000000	1471	51	0
23.080	+0.000000	-0.464695	+0.179457	-0.180535	-13.084583	-13.469423	-11.000000	-11.000000	1570	33	0
23.090	+0.000000	-0.478165	+0.188798	-0.137847	-13.469423	-13.854263	-11.000000	-11.000000	1668	51	0
23.100	+0.000000	-0.498369	+0.191016	-0.177283	-14.239105	-14.239105	-11.000000	-11.000000	1677	41	0
23.110	+0.000000	-0.491634	+0.178757	+0.340213	-13.854263	-14.239105	+11.000000	+11.000000	1581	50	0
23.120	+0.000000	-0.404083	+0.138942	+0.767002	-11.545220	-11.545220	+11.000000	+11.000000	1206	16	0
23.130	+0.000000	+0.000000	+0.063516	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	574	30	0
23.140	+0.000000	+0.000000	+0.015412	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	170	38	0
23.150	+0.000000	+0.000000	+0.041216	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	421	68	0
23.160	+0.000000	+0.000000	+0.074258	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	706	70	0
23.170	+0.000000	+0.000000	+0.104849	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	967	69	0
23.180	+0.000000	-0.006735	+0.133338	+1.128951	-0.769681	+0.384841	+11.000000	+11.000000	1252	110	0
23.190	+0.000000	+0.053878	+0.148867	+0.956282	+1.539363	+1.539363	+11.000000	+11.000000	1445	170	0
23.200	+0.000000	+0.168368	+0.141277	+0.764706	+5.002929	+4.618088	+11.000000	+11.000000	1505	295	0
23.210	+0.000000	+0.276123	+0.139993	+0.966842	+7.696814	+8.081655	+11.000000	+11.000000	1730	531	0
23.220	+0.000000	+0.323266	+0.141628	+0.837442	+8.851336	+9.621017	+11.000000	+11.000000	1877	664	0
23.230	+0.000000	+0.000000	+0.137775	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1955	775	0
23.240	+0.000000	+0.000000	+0.135556	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2058	897	0
23.250	+0.000000	+0.363674	+0.128668	+1.324367	+10.005857	+10.775538	+11.000000	+11.000000	2078	976	0
23.260	+0.000000	+0.370409	+0.127967	+0.866410	+10.005857	+11.160379	+11.000000	+11.000000	2145	1049	0
23.270	+0.000000	+0.397348	+0.128201	+0.661952	+10.775538	+11.930061	+11.000000	+11.000000	2170	1072	0
23.280	+0.000000	+0.410817	+0.126449	+1.162038	+11.545220	+11.930061	+11.000000	+11.000000	2203	1120	0
23.290	+0.000000	+0.424287	+0.125515	+1.280525	+11.930061	+12.314901	+11.000000	+11.000000	2179	1104	0
23.300	+0.000000	+0.437756	+0.121078	+1.002966	+12.314901	+12.699742	+11.000000	+11.000000	2148	1111	0
23.310	+0.000000	+0.444491	+0.123063	+1.013002	+12.699742	+12.699742	+11.000000	+11.000000	2192	1138	0
23.320	+0.000000	+0.000000	+0.126332	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2198	1116	0
23.330	+0.000000	+0.000000	+0.121078	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2160	1123	0
23.340	+0.000000	+0.000000	+0.122830	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2138	1086	0
23.350	+0.000000	+0.397348	+0.125515	+1.249164	+12.314901	+10.390698	+11.000000	+11.000000	2115	1040	0
23.360	+0.000000	+0.390613	+0.130419	+1.261900	+12.314901	+10.005857	+11.000000	+11.000000	2111	994	0
23.370	+0.000000	+0.000000	+0.134038	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	2070	922	0
23.380	+0.000000	+0.424287	+0.133221	+1.329725	+13.469423	+10.775538	+11.000000	+11.000000	2022	881	0
23.390	+0.000000	+0.000000	+0.135556	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1915	754	0
23.400	+0.000000	+0.417552	+0.135673	+1.295970	+13.469423	+10.390698	+11.000000	+11.000000	1791	629	0
23.410	+0.000000	+0.410817	+0.134622	+1.103618	+13.854263	+9.621017	+11.000000	+11.000000	1662	509	0
23.420	+0.000000	+0.431022	+0.134389	+0.999836	+14.239105	+10.390698	+11.000000	+11.000000	1471	320	0
23.430	+0.000000	+0.451226	+0.125282	+1.112657	+15.008786	+10.775538	+11.000000	+11.000000	1217	144	0
23.440	+0.000000	+0.000000	+0.098077	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	952	112	0
23.450	+0.000000	+0.000000	+0.099712	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	972	118	0
23.460	+0.000000	+0.451226	+0.098077	+0.784043	+15.008786	+10.775538	+11.000000	+11.000000	959	119	0
23.470	+0.000000	+0.457960	+0.091422	+0.617900	+15.008786	+11.160379	+11.000000	+11.000000	932	149	0
23.480	+0.000000	+0.471430	+0.090254	-0.283791	+15.393627	+11.545220	-11.000000	-11.000000	881	108	0
23.490	+0.000000	+0.377144	+0.075192	-0.274349	+12.314901	+9.236176	-11.000000	-11.000000	809	165	0
23.500	+0.000000	+0.154898	+0.076243	+0.706402	+5.772610	+3.078725	+11.000000	+11.000000	818	165	0
23.510	+0.000000	+0.094286	+0.073674	+1.394740	+3.848407	+1.539363	+11.000000	+11.000000	767	136	0
23.520	+0.000000	+0.222245	+0.064451	+1.319390	+6.927132	+5.772610	+11.000000	+11.000000	749	197	0
23.530	+0.000000	+0.000000	+0.063516	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	746	202	0
23.540	+0.000000	+0.000000	+0.063633	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	754	209	0
23.550	+0.000000	+0.000000	+0.054409	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	727	261	0
23.560	+0.000000	+0.000000	+0.050089	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	711	282	0
23.570	+0.000000	+0.000000	+0.039464	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	676	338	0
23.580	+0.000000	+0.000000	+0.031641	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	650	379	0
23.590	+0.000000	+0.000000	+0.023935	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	627	422	0
23.600	+0.000000	+0.000000	+0.017280	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	615	467	0
23.610	+0.000000	+0.000000	+0.012960	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	621	510	0
23.620	+0.000000	+0.000000	+0.005721	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	593	544	0
23.630	+0.000000	+0.000000	-0.000000	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	592	592	0
23.640	+0.000000	+0.000000	-0.006889	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	582	641	0
23.650	+0.000000	+0.000000	-0.006071	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	605	657	0
23.660	+0.000000	+0.000000	-0.013194	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	594	707	0
23.670	+0.000000	+0.000000	-0.016113	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	595	733	0
23.680	+0.000000	+0.000000	-0.019615	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	575	743	0
23.690	+0.000000	+0.000000	-0.019849	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	592	762	0
